state,state_name,age,population,state_total_population
NV,Nevada,35,42901,3080156
NV,Nevada,36,43333,3080156
NV,Nevada,37,43283,3080156
NV,Nevada,38,42498,3080156
NV,Nevada,39,43186,3080156
NV,Nevada,40,40159,3080156
NV,Nevada,41,39275,3080156
NV,Nevada,42,38943,3080156
NV,Nevada,43,37896,3080156
NV,Nevada,44,39031,3080156
NV,Nevada,45,37890,3080156
NV,Nevada,46,38397,3080156
NV,Nevada,47,39627,3080156
NV,Nevada,48,41895,3080156
NV,Nevada,49,42352,3080156
NV,Nevada,50,39842,3080156
NV,Nevada,51,38393,3080156
NV,Nevada,52,37678,3080156
NV,Nevada,53,37933,3080156
NV,Nevada,54,40221,3080156
NV,Nevada,55,40029,3080156
NV,Nevada,56,39418,3080156
NV,Nevada,57,39342,3080156
NV,Nevada,58,39347,3080156
NV,Nevada,59,39802,3080156
NV,Nevada,60,37495,3080156
NV,Nevada,61,37604,3080156
NV,Nevada,62,37113,3080156
NV,Nevada,63,36516,3080156
NV,Nevada,64,36810,3080156
NV,Nevada,65,34927,3080156
NV,Nevada,66,33639,3080156
NV,Nevada,67,32489,3080156
NV,Nevada,68,31619,3080156
NV,Nevada,69,31535,3080156
NV,Nevada,70,30537,3080156
NV,Nevada,71,30484,3080156
NV,Nevada,72,31835,3080156
NV,Nevada,73,23530,3080156
NV,Nevada,74,22768,3080156
NV,Nevada,75,21887,3080156
NV,Nevada,76,21694,3080156
NV,Nevada,77,18361,3080156
NV,Nevada,78,16188,3080156
NV,Nevada,79,15145,3080156
NV,Nevada,80,13446,3080156
NV,Nevada,81,12214,3080156
NV,Nevada,82,10790,3080156
NV,Nevada,83,9422,3080156
NV,Nevada,84,8646,3080156
NV,Nevada,85+,44816,3080156
NH,New Hampshire,0,12052,1359711
NH,New Hampshire,1,12294,1359711
NH,New Hampshire,2,12859,1359711
NH,New Hampshire,3,13065,1359711
NH,New Hampshire,4,13351,1359711
NH,New Hampshire,5,13254,1359711
NH,New Hampshire,6,13778,1359711
NH,New Hampshire,7,13484,1359711
NH,New Hampshire,8,14211,1359711
NH,New Hampshire,9,14011,1359711
NH,New Hampshire,10,14132,1359711
NH,New Hampshire,11,14651,1359711
NH,New Hampshire,12,15101,1359711
NH,New Hampshire,13,15284,1359711
NH,New Hampshire,14,15543,1359711
NH,New Hampshire,15,15895,1359711
NH,New Hampshire,16,16124,1359711
NH,New Hampshire,17,16164,1359711
NH,New Hampshire,18,17325,1359711
NH,New Hampshire,19,18460,1359711
NH,New Hampshire,20,18632,1359711
NH,New Hampshire,21,18441,1359711
NH,New Hampshire,22,17509,1359711
NH,New Hampshire,23,16608,1359711
NH,New Hampshire,24,16716,1359711
NH,New Hampshire,25,17071,1359711
NH,New Hampshire,26,17380,1359711
NH,New Hampshire,27,17937,1359711
NH,New Hampshire,28,17448,1359711
NH,New Hampshire,29,17559,1359711
NH,New Hampshire,30,17173,1359711
NH,New Hampshire,31,17053,1359711
NH,New Hampshire,32,17004,1359711
NH,New Hampshire,33,17125,1359711
NH,New Hampshire,34,17066,1359711
NH,New Hampshire,35,16072,1359711
NH,New Hampshire,36,16499,1359711
NH,New Hampshire,37,16298,1359711
NH,New Hampshire,38,16221,1359711
NH,New Hampshire,39,16300,1359711
NH,New Hampshire,40,15355,1359711
NH,New Hampshire,41,15110,1359711
NH,New Hampshire,42,14748,1359711
NH,New Hampshire,43,14584,1359711
NH,New Hampshire,44,15313,1359711
NH,New Hampshire,45,15155,1359711
NH,New Hampshire,46,15831,1359711
NH,New Hampshire,47,17306,1359711
NH,New Hampshire,48,18868,1359711
NH,New Hampshire,49,19063,1359711
NH,New Hampshire,50,18694,1359711
NH,New Hampshire,51,18569,1359711
NH,New Hampshire,52,19144,1359711
NH,New Hampshire,53,19629,1359711
NH,New Hampshire,54,21014,1359711
NH,New Hampshire,55,21735,1359711
NH,New Hampshire,56,21978,1359711
NH,New Hampshire,57,21859,1359711
NH,New Hampshire,58,22432,1359711
NH,New Hampshire,59,22241,1359711
NH,New Hampshire,60,21997,1359711
NH,New Hampshire,61,21511,1359711
NH,New Hampshire,62,21136,1359711
NH,New Hampshire,63,19851,1359711
NH,New Hampshire,64,19574,1359711
NH,New Hampshire,65,18713,1359711
NH,New Hampshire,66,17759,1359711
NH,New Hampshire,67,17093,1359711
NH,New Hampshire,68,16111,1359711
NH,New Hampshire,69,15461,1359711
NH,New Hampshire,70,15198,1359711
NH,New Hampshire,71,15176,1359711
NH,New Hampshire,72,15858,1359711
NH,New Hampshire,73,10835,1359711
NH,New Hampshire,74,10465,1359711
NH,New Hampshire,75,10178,1359711
NH,New Hampshire,76,10295,1359711
NH,New Hampshire,77,8756,1359711
NH,New Hampshire,78,7581,1359711
NH,New Hampshire,79,6967,1359711
NH,New Hampshire,80,6283,1359711
NH,New Hampshire,81,5873,1359711
NH,New Hampshire,82,5293,1359711
NH,New Hampshire,83,4974,1359711
NH,New Hampshire,84,4754,1359711
NH,New Hampshire,85+,30241,1359711
NJ,New Jersey,0,99459,8882190
NJ,New Jersey,1,101592,8882190
NJ,New Jersey,2,103374,8882190
NJ,New Jersey,3,105051,8882190
NJ,New Jersey,4,105214,8882190
NJ,New Jersey,5,105053,8882190
NJ,New Jersey,6,105229,8882190
NJ,New Jersey,7,106128,8882190
NJ,New Jersey,8,108436,8882190
NJ,New Jersey,9,107412,8882190
NJ,New Jersey,10,106735,8882190
NJ,New Jersey,11,110132,8882190
NJ,New Jersey,12,111271,8882190
NJ,New Jersey,13,111366,8882190
NJ,New Jersey,14,112205,8882190
NJ,New Jersey,15,113652,8882190
NJ,New Jersey,16,113429,8882190
NJ,New Jersey,17,112840,8882190
NJ,New Jersey,18,109632,8882190
NJ,New Jersey,19,103277,8882190
NJ,New Jersey,20,104260,8882190
NJ,New Jersey,21,107298,8882190
NJ,New Jersey,22,108740,8882190
NJ,New Jersey,23,108841,8882190
NJ,New Jersey,24,111586,8882190
NJ,New Jersey,25,113533,8882190
NJ,New Jersey,26,115602,8882190
NJ,New Jersey,27,116371,8882190
NJ,New Jersey,28,116380,8882190
NJ,New Jersey,29,117352,8882190
NJ,New Jersey,30,114346,8882190
NJ,New Jersey,31,113416,8882190
NJ,New Jersey,32,113306,8882190
NJ,New Jersey,33,115534,8882190
NJ,New Jersey,34,116438,8882190
NJ,New Jersey,35,113984,8882190
NJ,New Jersey,36,115741,8882190
NJ,New Jersey,37,116152,8882190
NJ,New Jersey,38,115242,8882190
NJ,New Jersey,39,119020,8882190
NJ,New Jersey,40,113005,8882190
NJ,New Jersey,41,111731,8882190
NJ,New Jersey,42,110966,8882190
NJ,New Jersey,43,109151,8882190
NJ,New Jersey,44,112701,8882190
NJ,New Jersey,45,109039,8882190
NJ,New Jersey,46,110376,8882190
NJ,New Jersey,47,115754,8882190
NJ,New Jersey,48,123289,8882190
NJ,New Jersey,49,126426,8882190
NJ,New Jersey,50,121240,8882190
NJ,New Jersey,51,120130,8882190
NJ,New Jersey,52,120895,8882190
NJ,New Jersey,53,124066,8882190
NJ,New Jersey,54,129608,8882190
NJ,New Jersey,55,130385,8882190
NJ,New Jersey,56,129097,8882190
NJ,New Jersey,57,127422,8882190
NJ,New Jersey,58,128045,8882190
NJ,New Jersey,59,127653,8882190
NJ,New Jersey,60,123352,8882190
NJ,New Jersey,61,120428,8882190
NJ,New Jersey,62,117241,8882190
NJ,New Jersey,63,111529,8882190
NJ,New Jersey,64,108497,8882190
NJ,New Jersey,65,101461,8882190
NJ,New Jersey,66,96227,8882190
NJ,New Jersey,67,90856,8882190
NJ,New Jersey,68,87734,8882190
NJ,New Jersey,69,85178,8882190
NJ,New Jersey,70,81262,8882190
NJ,New Jersey,71,80813,8882190
NJ,New Jersey,72,84683,8882190
NJ,New Jersey,73,63573,8882190
NJ,New Jersey,74,61079,8882190
NJ,New Jersey,75,58317,8882190
NJ,New Jersey,76,61573,8882190
NJ,New Jersey,77,52788,8882190
NJ,New Jersey,78,46161,8882190
NJ,New Jersey,79,43741,8882190
NJ,New Jersey,80,40474,8882190
NJ,New Jersey,81,38600,8882190
NJ,New Jersey,82,35201,8882190
NJ,New Jersey,83,32504,8882190
NJ,New Jersey,84,30206,8882190
NJ,New Jersey,85+,203104,8882190
NM,New Mexico,0,23014,2096829
NM,New Mexico,1,23339,2096829
NM,New Mexico,2,23944,2096829
NM,New Mexico,3,25030,2096829
NM,New Mexico,4,25659,2096829
NM,New Mexico,5,25937,2096829
NM,New Mexico,6,26200,2096829
NM,New Mexico,7,26258,2096829
NM,New Mexico,8,27125,2096829
NM,New Mexico,9,27259,2096829
NM,New Mexico,10,27502,2096829
NM,New Mexico,11,28131,2096829
NM,New Mexico,12,28170,2096829
NM,New Mexico,13,27843,2096829
NM,New Mexico,14,27843,2096829
NM,New Mexico,15,27412,2096829
NM,New Mexico,16,27680,2096829
NM,New Mexico,17,27492,2096829
NM,New Mexico,18,27720,2096829
NM,New Mexico,19,28154,2096829
NM,New Mexico,20,28312,2096829
NM,New Mexico,21,28084,2096829
NM,New Mexico,22,27493,2096829
NM,New Mexico,23,27870,2096829
NM,New Mexico,24,28242,2096829
NM,New Mexico,25,28479,2096829
NM,New Mexico,26,28849,2096829
NM,New Mexico,27,29607,2096829
NM,New Mexico,28,29645,2096829
NM,New Mexico,29,29054,2096829
NM,New Mexico,30,27725,2096829
NM,New Mexico,31,27657,2096829
NM,New Mexico,32,27453,2096829
NM,New Mexico,33,27749,2096829
NM,New Mexico,34,27869,2096829
NM,New Mexico,35,27300,2096829
NM,New Mexico,36,27650,2096829
NM,New Mexico,37,27271,2096829
NM,New Mexico,38,26540,2096829
NM,New Mexico,39,26783,2096829
NM,New Mexico,40,24821,2096829
NM,New Mexico,41,24158,2096829
NM,New Mexico,42,23710,2096829
NM,New Mexico,43,23103,2096829
NM,New Mexico,44,23510,2096829
NM,New Mexico,45,22372,2096829
NM,New Mexico,46,22676,2096829
NM,New Mexico,47,23411,2096829
NM,New Mexico,48,24386,2096829
NM,New Mexico,49,24537,2096829
NM,New Mexico,50,23618,2096829
NM,New Mexico,51,22854,2096829
NM,New Mexico,52,23106,2096829
NM,New Mexico,53,23343,2096829
NM,New Mexico,54,25353,2096829
NM,New Mexico,55,26230,2096829
NM,New Mexico,56,26751,2096829
NM,New Mexico,57,27884,2096829
NM,New Mexico,58,28133,2096829
NM,New Mexico,59,28532,2096829
NM,New Mexico,60,27234,2096829
NM,New Mexico,61,27271,2096829
NM,New Mexico,62,27467,2096829
NM,New Mexico,63,26846,2096829
NM,New Mexico,64,26573,2096829
NM,New Mexico,65,25770,2096829
NM,New Mexico,66,25294,2096829
NM,New Mexico,67,24725,2096829
NM,New Mexico,68,23748,2096829
NM,New Mexico,69,23652,2096829
NM,New Mexico,70,22802,2096829
NM,New Mexico,71,22390,2096829
NM,New Mexico,72,22553,2096829
NM,New Mexico,73,16878,2096829
NM,New Mexico,74,16671,2096829
NM,New Mexico,75,15597,2096829
NM,New Mexico,76,15459,2096829
NM,New Mexico,77,13304,2096829
NM,New Mexico,78,12134,2096829
NM,New Mexico,79,11119,2096829
NM,New Mexico,80,10462,2096829
NM,New Mexico,81,9601,2096829
NM,New Mexico,82,8665,2096829
NM,New Mexico,83,7968,2096829
NM,New Mexico,84,7405,2096829
NM,New Mexico,85+,41409,2096829
NY,New York,0,223930,19453561
NY,New York,1,223989,19453561
NY,New York,2,225107,19453561
NY,New York,3,226638,19453561
NY,New York,4,227337,19453561
NY,New York,5,223415,19453561
NY,New York,6,224235,19453561
NY,New York,7,223720,19453561
NY,New York,8,226256,19453561
NY,New York,9,220265,19453561
NY,New York,10,214961,19453561
NY,New York,11,220488,19453561
NY,New York,12,221125,19453561
NY,New York,13,220762,19453561
NY,New York,14,223369,19453561
NY,New York,15,226557,19453561
NY,New York,16,227902,19453561
NY,New York,17,228243,19453561
NY,New York,18,245229,19453561
NY,New York,19,247468,19453561
NY,New York,20,247881,19453561
NY,New York,21,248267,19453561
NY,New York,22,245682,19453561
NY,New York,23,256736,19453561
NY,New York,24,271281,19453561
NY,New York,25,281499,19453561
NY,New York,26,288109,19453561
NY,New York,27,290996,19453561
NY,New York,28,300371,19453561
NY,New York,29,304028,19453561
NY,New York,30,291010,19453561
NY,New York,31,286027,19453561
NY,New York,32,279095,19453561
NY,New York,33,274017,19453561
NY,New York,34,272499,19453561
NY,New York,35,257885,19453561
NY,New York,36,257301,19453561
NY,New York,37,253947,19453561
NY,New York,38,247215,19453561
NY,New York,39,254657,19453561
NY,New York,40,238571,19453561
NY,New York,41,232671,19453561
NY,New York,42,230017,19453561
NY,New York,43,224351,19453561
NY,New York,44,233346,19453561
NY,New York,45,222997,19453561
NY,New York,46,224403,19453561
NY,New York,47,234698,19453561
NY,New York,48,251639,19453561
NY,New York,49,263014,19453561
NY,New York,50,250208,19453561
NY,New York,51,247335,19453561
NY,New York,52,249088,19453561
NY,New York,53,256465,19453561
NY,New York,54,271957,19453561
NY,New York,55,273012,19453561
NY,New York,56,269671,19453561
NY,New York,57,264709,19453561
NY,New York,58,267804,19453561
NY,New York,59,273650,19453561
NY,New York,60,261096,19453561
NY,New York,61,257147,19453561
NY,New York,62,251431,19453561
NY,New York,63,240532,19453561
NY,New York,64,238104,19453561
NY,New York,65,223471,19453561
NY,New York,66,212527,19453561
NY,New York,67,203799,19453561
NY,New York,68,197782,19453561
NY,New York,69,194567,19453561
NY,New York,70,185379,19453561
NY,New York,71,181643,19453561
NY,New York,72,185221,19453561
NY,New York,73,139451,19453561
NY,New York,74,136082,19453561
NY,New York,75,128706,19453561
NY,New York,76,132077,19453561
NY,New York,77,115316,19453561
NY,New York,78,103538,19453561
NY,New York,79,98469,19453561
NY,New York,80,90732,19453561
NY,New York,81,86756,19453561
NY,New York,82,78517,19453561
NY,New York,83,73362,19453561
NY,New York,84,68750,19453561
NY,New York,85+,460001,19453561
NC,North Carolina,0,118891,10488084
NC,North Carolina,1,120577,10488084
NC,North Carolina,2,121664,10488084
NC,North Carolina,3,123961,10488084
NC,North Carolina,4,124677,10488084
NC,North Carolina,5,124780,10488084
NC,North Carolina,6,124213,10488084
NC,North Carolina,7,125537,10488084
NC,North Carolina,8,125930,10488084
NC,North Carolina,9,128406,10488084
NC,North Carolina,10,129884,10488084
NC,North Carolina,11,134045,10488084
NC,North Carolina,12,134985,10488084
NC,North Carolina,13,133907,10488084
NC,North Carolina,14,132785,10488084
NC,North Carolina,15,132640,10488084
NC,North Carolina,16,131990,10488084
NC,North Carolina,17,131843,10488084
NC,North Carolina,18,142834,10488084
NC,North Carolina,19,148888,10488084
NC,North Carolina,20,144189,10488084
NC,North Carolina,21,140938,10488084
NC,North Carolina,22,137504,10488084
NC,North Carolina,23,137109,10488084
NC,North Carolina,24,139125,10488084
NC,North Carolina,25,143067,10488084
NC,North Carolina,26,144378,10488084
NC,North Carolina,27,147333,10488084
NC,North Carolina,28,150166,10488084
NC,North Carolina,29,148632,10488084
NC,North Carolina,30,142726,10488084
NC,North Carolina,31,137808,10488084
NC,North Carolina,32,134453,10488084
NC,North Carolina,33,133887,10488084
NC,North Carolina,34,133619,10488084
NC,North Carolina,35,129198,10488084
NC,North Carolina,36,132918,10488084
NC,North Carolina,37,132725,10488084
NC,North Carolina,38,131863,10488084
NC,North Carolina,39,135556,10488084
NC,North Carolina,40,129007,10488084
NC,North Carolina,41,129256,10488084
NC,North Carolina,42,128666,10488084
NC,North Carolina,43,124415,10488084
NC,North Carolina,44,129823,10488084
NC,North Carolina,45,126964,10488084
NC,North Carolina,46,131388,10488084
NC,North Carolina,47,137926,10488084
NC,North Carolina,48,146737,10488084
NC,North Carolina,49,145584,10488084
NC,North Carolina,50,136903,10488084
NC,North Carolina,51,133161,10488084
NC,North Carolina,52,132601,10488084
NC,North Carolina,53,133154,10488084
NC,North Carolina,54,139649,10488084
NC,North Carolina,55,142531,10488084
NC,North Carolina,56,141169,10488084
NC,North Carolina,57,139531,10488084
NC,North Carolina,58,139974,10488084
NC,North Carolina,59,140089,10488084
NC,North Carolina,60,135673,10488084
NC,North Carolina,61,134559,10488084
NC,North Carolina,62,132661,10488084
NC,North Carolina,63,128852,10488084
NC,North Carolina,64,127086,10488084
NC,North Carolina,65,123090,10488084
NC,North Carolina,66,118367,10488084
NC,North Carolina,67,114445,10488084
NC,North Carolina,68,110498,10488084
NC,North Carolina,69,107444,10488084
NC,North Carolina,70,104729,10488084
NC,North Carolina,71,104207,10488084
NC,North Carolina,72,108258,10488084
NC,North Carolina,73,78882,10488084
NC,North Carolina,74,76588,10488084
NC,North Carolina,75,73269,10488084
NC,North Carolina,76,73652,10488084
NC,North Carolina,77,62368,10488084
NC,North Carolina,78,55804,10488084
NC,North Carolina,79,51213,10488084
NC,North Carolina,80,46554,10488084
NC,North Carolina,81,43550,10488084
NC,North Carolina,82,38683,10488084
NC,North Carolina,83,36471,10488084
NC,North Carolina,84,33628,10488084
NC,North Carolina,85+,189394,10488084
ND,North Dakota,0,10483,762062
ND,North Dakota,1,10547,762062
ND,North Dakota,2,11054,762062
ND,North Dakota,3,10984,762062
ND,North Dakota,4,11033,762062
ND,North Dakota,5,10623,762062
ND,North Dakota,6,10404,762062
ND,North Dakota,7,10196,762062
ND,North Dakota,8,9923,762062
ND,North Dakota,9,9885,762062
ND,North Dakota,10,9848,762062
ND,North Dakota,11,9836,762062
ND,North Dakota,12,9797,762062
ND,North Dakota,13,9569,762062
ND,North Dakota,14,9414,762062
ND,North Dakota,15,9044,762062
ND,North Dakota,16,8887,762062
ND,North Dakota,17,8644,762062
ND,North Dakota,18,9119,762062
ND,North Dakota,19,11487,762062
ND,North Dakota,20,11856,762062
ND,North Dakota,21,12249,762062
ND,North Dakota,22,13087,762062
ND,North Dakota,23,12820,762062
ND,North Dakota,24,12204,762062
ND,North Dakota,25,12072,762062
ND,North Dakota,26,11919,762062
ND,North Dakota,27,11908,762062
ND,North Dakota,28,12272,762062
ND,North Dakota,29,12115,762062
ND,North Dakota,30,11366,762062
ND,North Dakota,31,10708,762062
ND,North Dakota,32,10528,762062
ND,North Dakota,33,10769,762062
ND,North Dakota,34,10914,762062
ND,North Dakota,35,10328,762062
ND,North Dakota,36,10551,762062
ND,North Dakota,37,10304,762062
ND,North Dakota,38,9883,762062
ND,North Dakota,39,9763,762062
ND,North Dakota,40,8991,762062
ND,North Dakota,41,8753,762062
ND,North Dakota,42,8288,762062
ND,North Dakota,43,7702,762062
ND,North Dakota,44,8013,762062
ND,North Dakota,45,7526,762062
ND,North Dakota,46,7544,762062
ND,North Dakota,47,7615,762062
ND,North Dakota,48,7947,762062
ND,North Dakota,49,8060,762062
ND,North Dakota,50,7789,762062
ND,North Dakota,51,7623,762062
ND,North Dakota,52,7651,762062
ND,North Dakota,53,7912,762062
ND,North Dakota,54,8532,762062
ND,North Dakota,55,8894,762062
ND,North Dakota,56,9228,762062
ND,North Dakota,57,9365,762062
ND,North Dakota,58,9637,762062
ND,North Dakota,59,9928,762062
ND,North Dakota,60,9649,762062
ND,North Dakota,61,9555,762062
ND,North Dakota,62,9386,762062
ND,North Dakota,63,9196,762062
ND,North Dakota,64,9040,762062
ND,North Dakota,65,8467,762062
ND,North Dakota,66,8146,762062
ND,North Dakota,67,7830,762062
ND,North Dakota,68,7227,762062
ND,North Dakota,69,6779,762062
ND,North Dakota,70,6434,762062
ND,North Dakota,71,6232,762062
ND,North Dakota,72,6265,762062
ND,North Dakota,73,4703,762062
ND,North Dakota,74,4581,762062
ND,North Dakota,75,4463,762062
ND,North Dakota,76,4382,762062
ND,North Dakota,77,3854,762062
ND,North Dakota,78,3557,762062
ND,North Dakota,79,3333,762062
ND,North Dakota,80,3251,762062
ND,North Dakota,81,3140,762062
ND,North Dakota,82,2938,762062
ND,North Dakota,83,2820,762062
ND,North Dakota,84,2630,762062
ND,North Dakota,85+,18813,762062
OH,Ohio,0,133487,11689100
OH,Ohio,1,136247,11689100
OH,Ohio,2,138052,11689100
OH,Ohio,3,140961,11689100
OH,Ohio,4,142081,11689100
OH,Ohio,5,142314,11689100
OH,Ohio,6,142480,11689100
OH,Ohio,7,141082,11689100
OH,Ohio,8,140836,11689100
OH,Ohio,9,141755,11689100
OH,Ohio,10,142881,11689100
OH,Ohio,11,146222,11689100
OH,Ohio,12,147925,11689100
OH,Ohio,13,147689,11689100
OH,Ohio,14,147095,11689100
OH,Ohio,15,148904,11689100
OH,Ohio,16,148473,11689100
OH,Ohio,17,149535,11689100
OH,Ohio,18,151660,11689100
OH,Ohio,19,157194,11689100
OH,Ohio,20,150533,11689100
OH,Ohio,21,149404,11689100
OH,Ohio,22,149007,11689100
OH,Ohio,23,149778,11689100
OH,Ohio,24,152735,11689100
OH,Ohio,25,154838,11689100
OH,Ohio,26,158151,11689100
OH,Ohio,27,162468,11689100
OH,Ohio,28,163206,11689100
OH,Ohio,29,162961,11689100
OH,Ohio,30,157699,11689100
OH,Ohio,31,151605,11689100
OH,Ohio,32,147624,11689100
OH,Ohio,33,147463,11689100
OH,Ohio,34,148363,11689100
OH,Ohio,35,141697,11689100
OH,Ohio,36,144012,11689100
OH,Ohio,37,145203,11689100
OH,Ohio,38,145294,11689100
OH,Ohio,39,148135,11689100
OH,Ohio,40,139520,11689100
OH,Ohio,41,136041,11689100
OH,Ohio,42,133730,11689100
OH,Ohio,43,129492,11689100
OH,Ohio,44,134684,11689100
OH,Ohio,45,130261,11689100
OH,Ohio,46,133657,11689100
OH,Ohio,47,142773,11689100
OH,Ohio,48,153545,11689100
OH,Ohio,49,153483,11689100
OH,Ohio,50,145752,11689100
OH,Ohio,51,142118,11689100
OH,Ohio,52,144016,11689100
OH,Ohio,53,146442,11689100
OH,Ohio,54,155534,11689100
OH,Ohio,55,159138,11689100
OH,Ohio,56,158822,11689100
OH,Ohio,57,160474,11689100
OH,Ohio,58,164712,11689100
OH,Ohio,59,165083,11689100
OH,Ohio,60,163604,11689100
OH,Ohio,61,164510,11689100
OH,Ohio,62,162072,11689100
OH,Ohio,63,153874,11689100
OH,Ohio,64,152394,11689100
OH,Ohio,65,144403,11689100
OH,Ohio,66,138207,11689100
OH,Ohio,67,133341,11689100
OH,Ohio,68,127881,11689100
OH,Ohio,69,123026,11689100
OH,Ohio,70,119426,11689100
OH,Ohio,71,116606,11689100
OH,Ohio,72,122121,11689100
OH,Ohio,73,83945,11689100
OH,Ohio,74,80287,11689100
OH,Ohio,75,78240,11689100
OH,Ohio,76,82451,11689100
OH,Ohio,77,72405,11689100
OH,Ohio,78,64788,11689100
OH,Ohio,79,59703,11689100
OH,Ohio,80,55733,11689100
OH,Ohio,81,53533,11689100
OH,Ohio,82,47959,11689100
OH,Ohio,83,44352,11689100
OH,Ohio,84,41641,11689100
OH,Ohio,85+,256272,11689100
OK,Oklahoma,0,48442,3956971
OK,Oklahoma,1,49485,3956971
OK,Oklahoma,2,51437,3956971
OK,Oklahoma,3,52914,3956971
OK,Oklahoma,4,53255,3956971
OK,Oklahoma,5,53440,3956971
OK,Oklahoma,6,53843,3956971
OK,Oklahoma,7,53450,3956971
OK,Oklahoma,8,53727,3956971
OK,Oklahoma,9,53447,3956971
OK,Oklahoma,10,53669,3956971
OK,Oklahoma,11,54639,3956971
OK,Oklahoma,12,54881,3956971
OK,Oklahoma,13,53602,3956971
OK,Oklahoma,14,53350,3956971
OK,Oklahoma,15,53176,3956971
OK,Oklahoma,16,52757,3956971
OK,Oklahoma,17,52724,3956971
OK,Oklahoma,18,51932,3956971
OK,Oklahoma,19,54325,3956971
OK,Oklahoma,20,54949,3956971
OK,Oklahoma,21,55061,3956971
OK,Oklahoma,22,55282,3956971
OK,Oklahoma,23,54570,3956971
OK,Oklahoma,24,54786,3956971
OK,Oklahoma,25,54336,3956971
OK,Oklahoma,26,54541,3956971
OK,Oklahoma,27,57008,3956971
OK,Oklahoma,28,57770,3956971
OK,Oklahoma,29,56327,3956971
OK,Oklahoma,30,53867,3956971
OK,Oklahoma,31,52383,3956971
OK,Oklahoma,32,51429,3956971
OK,Oklahoma,33,52543,3956971
OK,Oklahoma,34,53389,3956971
OK,Oklahoma,35,52501,3956971
OK,Oklahoma,36,53722,3956971
OK,Oklahoma,37,53525,3956971
OK,Oklahoma,38,52002,3956971
OK,Oklahoma,39,52992,3956971
OK,Oklahoma,40,48721,3956971
OK,Oklahoma,41,46732,3956971
OK,Oklahoma,42,46505,3956971
OK,Oklahoma,43,44891,3956971
OK,Oklahoma,44,46282,3956971
OK,Oklahoma,45,43882,3956971
OK,Oklahoma,46,44350,3956971
OK,Oklahoma,47,46161,3956971
OK,Oklahoma,48,47857,3956971
OK,Oklahoma,49,48144,3956971
OK,Oklahoma,50,45025,3956971
OK,Oklahoma,51,43432,3956971
OK,Oklahoma,52,43090,3956971
OK,Oklahoma,53,44008,3956971
OK,Oklahoma,54,47587,3956971
OK,Oklahoma,55,49095,3956971
OK,Oklahoma,56,50334,3956971
OK,Oklahoma,57,50551,3956971
OK,Oklahoma,58,51183,3956971
OK,Oklahoma,59,51786,3956971
OK,Oklahoma,60,49593,3956971
OK,Oklahoma,61,48990,3956971
OK,Oklahoma,62,48645,3956971
OK,Oklahoma,63,46935,3956971
OK,Oklahoma,64,46582,3956971
OK,Oklahoma,65,44687,3956971
OK,Oklahoma,66,42376,3956971
OK,Oklahoma,67,40339,3956971
OK,Oklahoma,68,38948,3956971
OK,Oklahoma,69,37795,3956971
OK,Oklahoma,70,36213,3956971
OK,Oklahoma,71,35527,3956971
OK,Oklahoma,72,37376,3956971
OK,Oklahoma,73,27309,3956971
OK,Oklahoma,74,27480,3956971
OK,Oklahoma,75,26771,3956971
OK,Oklahoma,76,26260,3956971
OK,Oklahoma,77,22885,3956971
OK,Oklahoma,78,20756,3956971
OK,Oklahoma,79,19765,3956971
OK,Oklahoma,80,18197,3956971
OK,Oklahoma,81,16788,3956971
OK,Oklahoma,82,14831,3956971
OK,Oklahoma,83,13720,3956971
OK,Oklahoma,84,12946,3956971
OK,Oklahoma,85+,74163,3956971
OR,Oregon,0,43312,4217737
OR,Oregon,1,44026,4217737
OR,Oregon,2,45462,4217737
OR,Oregon,3,47146,4217737
OR,Oregon,4,47865,4217737
OR,Oregon,5,48190,4217737
OR,Oregon,6,47959,4217737
OR,Oregon,7,48090,4217737
OR,Oregon,8,49002,4217737
OR,Oregon,9,49211,4217737
OR,Oregon,10,48977,4217737
OR,Oregon,11,50728,4217737
OR,Oregon,12,50417,4217737
OR,Oregon,13,49878,4217737
OR,Oregon,14,49084,4217737
OR,Oregon,15,49498,4217737
OR,Oregon,16,49026,4217737
OR,Oregon,17,48691,4217737
OR,Oregon,18,49397,4217737
OR,Oregon,19,49521,4217737
OR,Oregon,20,50075,4217737
OR,Oregon,21,51116,4217737
OR,Oregon,22,53123,4217737
OR,Oregon,23,54324,4217737
OR,Oregon,24,55466,4217737
OR,Oregon,25,57135,4217737
OR,Oregon,26,58442,4217737
OR,Oregon,27,60960,4217737
OR,Oregon,28,64192,4217737
OR,Oregon,29,63802,4217737
OR,Oregon,30,61126,4217737
OR,Oregon,31,59413,4217737
OR,Oregon,32,59089,4217737
OR,Oregon,33,59680,4217737
OR,Oregon,34,60445,4217737
OR,Oregon,35,58736,4217737
OR,Oregon,36,59883,4217737
OR,Oregon,37,59785,4217737
OR,Oregon,38,59004,4217737
OR,Oregon,39,60133,4217737
OR,Oregon,40,56383,4217737
OR,Oregon,41,55245,4217737
OR,Oregon,42,54306,4217737
OR,Oregon,43,52271,4217737
OR,Oregon,44,52966,4217737
OR,Oregon,45,50354,4217737
OR,Oregon,46,49959,4217737
OR,Oregon,47,51358,4217737
OR,Oregon,48,54927,4217737
OR,Oregon,49,55280,4217737
OR,Oregon,50,52030,4217737
OR,Oregon,51,48704,4217737
