"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"0317292030","10/28/2020","665000.00","2048","0","0","440","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"2255780340","10/27/2020","270000.00","1660","0","0","528","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1972","3","2","","","SEWER/SEPTIC INSTALLED"
"0217117004","10/29/2020","275000.00","1616","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1985","3","1","","","SEWER/SEPTIC INSTALLED"
"0420194055","10/21/2020","291000.00","720","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1955","2","1","","","SEWER/SEPTIC INSTALLED"
"7001860860","10/14/2020","440000.00","2081","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","","SEWER/SEPTIC INSTALLED"
"7745003414","10/28/2020","300000.00","1190","0","1190","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1960","3","2","","","SEWER/SEPTIC INSTALLED"
"0317224027","10/21/2020","520000.00","1400","0","0","0","576","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1978","3","2","","","SEWER/SEPTIC INSTALLED"
"0317224027","10/21/2020","520000.00","812","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1930","2","1","","","SEWER/SEPTIC INSTALLED"
"7000570350","10/20/2020","385000.00","1468","0","0","434","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1998","4","3","","","SEWER/SEPTIC INSTALLED"
"2947000340","10/28/2020","361000.00","1488","0","0","480","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","3","2","","","SEWER/SEPTIC INSTALLED"
"5003171050","10/22/2020","435000.00","2448","0","0","504","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"0420171012","10/20/2020","575000.00","2031","0","0","0","0","1","Floor/Wall Furnace","Frame Siding","Drywall","2","Composition Shingle","1930","3","2","WF Stream/Creek","","SEWER/SEPTIC INSTALLED"
"7107530130","10/29/2020","232539.00","1152","0","0","440","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1984","3","2","","","SEWER/SEPTIC INSTALLED"
"7094240080","10/24/2020","425000.00","1551","0","0","440","0","1","Hot Water Baseboard","Frame Siding","Drywall","1","Composition Shingle","1986","3","2","","","SEWER/SEPTIC INSTALLED"
"9005590040","10/29/2020","390000.00","1309","0","0","432","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"6715000322","10/27/2020","320300.00","1340","0","0","440","0","0","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2008","3","3","","","SEWER/SEPTIC INSTALLED"
"5022001380","10/27/2020","640000.00","2521","0","0","630","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","3","3","WF Lake","","SEWER/SEPTIC INSTALLED"
"4630001040","10/27/2020","505000.00","1818","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1943","3","2","","","SEWER/SEPTIC INSTALLED"
"0319041104","10/28/2020","400000.00","2503","0","0","598","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1983","4","2","","","SEWER/SEPTIC INSTALLED"
"0319291016","10/29/2020","525000.00","1644","0","0","636","0","1","Heat Pump","Frame Stucco","Drywall","1","Composition Shingle","1969","3","2","WF Lake","","SEWER/SEPTIC INSTALLED"
"0220102089","10/28/2020","361000.00","882","0","0","416","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","2","1","","","SEWER/SEPTIC INSTALLED"
"6221000160","10/27/2020","710000.00","2636","0","0","544","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","1987","4","2","","","SEWER/SEPTIC INSTALLED"
"7720001590","10/15/2020","562000.00","2548","0","0","0","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1955","4","2","","","SEWER/SEPTIC INSTALLED"
"7002501120","10/30/2020","637500.00","2149","0","0","451","0","0","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2015","2","2","","","SEWER/SEPTIC INSTALLED"
"6027485520","10/30/2020","530245.00","3036","0","0","394","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","5","3","","","SEWER/SEPTIC INSTALLED"
"4001950210","10/29/2020","685972.00","2598","0","0","722","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","5","3","","","SEWER/SEPTIC INSTALLED"
"9552800070","10/27/2020","449000.00","2084","0","0","528","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1975","3","3","","","SEWER/SEPTIC INSTALLED"
"5450000240","10/27/2020","460260.00","1272","0","0","264","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1967","4","2","","","SEWER/SEPTIC INSTALLED"
"7002640930","10/28/2020","538450.00","2640","0","0","0","576","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"0219212070","10/29/2020","285000.00","1050","364","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1942","2","1","","","SEWER/SEPTIC INSTALLED"
"7002541480","10/27/2020","500000.00","2386","0","0","409","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","4","2","","","SEWER/SEPTIC INSTALLED"
"6027485510","10/29/2020","514995.00","2945","0","0","423","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","5","3","","","SEWER/SEPTIC INSTALLED"
"5003000100","10/27/2020","525000.00","1848","0","0","552","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1975","3","3","","","SEWER/SEPTIC INSTALLED"
"6021380270","10/27/2020","440000.00","2222","0","0","807","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1997","5","3","","","SEWER/SEPTIC INSTALLED"
"2260000341","10/24/2020","865000.00","1987","0","0","260","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1900","2","2","","View Lim +","SEWER/SEPTIC INSTALLED"
"7001560240","10/29/2020","689000.00","3638","0","0","660","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2003","4","5","","","SEWER/SEPTIC INSTALLED"
"4495400906","10/27/2020","735000.00","2832","0","1616","930","0","3","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1974","5","4","","View Good","SEWER/SEPTIC INSTALLED"
"3670300021","10/22/2020","326000.00","1011","0","0","330","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1976","3","1","","","SEWER/SEPTIC INSTALLED"
"3409500560","10/22/2020","590000.00","2632","0","0","952","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1986","4","3","","View Lim +","SEWER/SEPTIC INSTALLED"
"6027485330","10/30/2020","351735.00","1341","0","0","355","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"7002731550","10/23/2020","625000.00","3341","0","0","420","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2018","4","3","","","SEWER/SEPTIC INSTALLED"
"0222335020","10/26/2020","1025000.00","5141","0","0","676","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2007","4","4","","View Lim -","SEWER/SEPTIC INSTALLED"
"6020630060","10/29/2020","435000.00","1599","0","0","420","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Concrete Tile","1992","3","2","","","SEWER/SEPTIC INSTALLED"
"9780000200","10/28/2020","350000.00","860","316","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1925","2","1","","","SEWER/SEPTIC INSTALLED"
"6023763410","10/24/2020","385000.00","1750","0","0","392","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"7165000130","10/20/2020","349950.00","880","0","0","0","280","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1943","2","1","","","SEWER/SEPTIC INSTALLED"
"7268200070","10/26/2020","378000.00","1863","0","0","480","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1979","4","2","","","SEWER/SEPTIC INSTALLED"
"6850200020","10/28/2020","310000.00","946","0","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1909","2","1","","","SEWER/SEPTIC INSTALLED"
"7160005870","10/26/2020","505000.00","2224","0","0","517","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","4","3","","","SEWER/SEPTIC INSTALLED"
"3000410060","10/28/2020","495000.00","2420","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1999","4","3","","","SEWER/SEPTIC INSTALLED"
"3886400010","10/22/2020","355000.00","1040","0","0","280","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1981","3","1","","","SEWER/SEPTIC INSTALLED"
"6020360490","10/21/2020","395000.00","2015","0","0","616","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1993","3","3","","","SEWER/SEPTIC INSTALLED"
"7002811440","10/27/2020","869990.00","3085","0","1126","637","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","6","4","","","SEWER/SEPTIC INSTALLED"
"4715016450","10/26/2020","301000.00","1202","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1980","3","1","","","SEWER/SEPTIC INSTALLED"
"5640001093","10/26/2020","375000.00","1128","0","0","322","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1973","3","2","","","SEWER/SEPTIC INSTALLED"
"4001960030","10/26/2020","1050000.00","4124","0","0","1096","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","4","4","","View Lim","SEWER/SEPTIC INSTALLED"
"6690200190","10/29/2020","300000.00","909","406","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1922","3","1","","","SEWER/SEPTIC INSTALLED"
"3730000160","10/27/2020","260000.00","984","0","0","0","0","0","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","1900","3","1","","","SEWER/SEPTIC INSTALLED"
"6026570220","10/15/2020","752800.00","3640","0","0","892","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"0121117035","10/28/2020","680000.00","1818","0","796","448","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"9455400090","10/29/2020","381000.00","1584","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1959","3","1","","","SEWER/SEPTIC INSTALLED"
"4003300690","10/26/2020","705000.00","3241","0","0","560","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"7770101370","10/23/2020","290000.00","752","0","0","0","432","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1926","2","1","","","SEWER/SEPTIC INSTALLED"
"4353001340","10/21/2020","635000.00","2325","0","400","440","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1987","4","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"5003550600","10/22/2020","395000.00","2086","0","0","435","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","4","3","","","SEWER/SEPTIC INSTALLED"
"7001273090","10/23/2020","425000.00","1928","0","0","490","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"5505250070","09/11/2020","551250.00","4054","776","0","492","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1912","3","3","","","SEWER/SEPTIC INSTALLED"
"5730000141","10/30/2020","429000.00","2606","0","0","848","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"0317273004","10/27/2020","466500.00","360","0","0","0","0","0","Electric Baseboard","Frame Hardboard","Drywall","1","Composition Shingle","2013","1","1","","","SEWER/SEPTIC INSTALLED"
"6024150340","10/28/2020","439950.00","2176","0","0","504","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"0419103060","10/23/2020","370000.00","1290","0","0","500","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"0317292024","10/26/2020","398000.00","2007","0","0","672","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1994","3","2","","","SEWER/SEPTIC INSTALLED"
"0416031035","10/27/2020","270000.00","480","0","0","0","0","1","No Heat","Frame Siding","Drywall","1","Composition Shingle","1968","1","1","WF Lake","","SEWER/SEPTIC INSTALLED"
"3135000120","10/23/2020","290000.00","816","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1918","2","1","","","SEWER/SEPTIC INSTALLED"
"0221303018","10/29/2020","1650000.00","1664","0","832","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1910","3","1","WF Salt","","SEWER/SEPTIC INSTALLED"
"0317045008","10/27/2020","615500.00","2178","0","0","544","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2017","3","2","","","SEWER/SEPTIC INSTALLED"
"0418124047","10/28/2020","645000.00","2444","0","0","528","816","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1977","3","3","","","SEWER/SEPTIC INSTALLED"
"6024790550","10/13/2020","410000.00","1967","0","0","404","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"7160005400","10/27/2020","532500.00","2431","0","0","522","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2012","4","3","","","SEWER/SEPTIC INSTALLED"
"5945200391","10/20/2020","400000.00","1289","0","756","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1992","3","3","","","SEWER/SEPTIC INSTALLED"
"0420351702","10/28/2020","925000.00","1789","0","1114","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1985","3","3","","View Avg","SEWER/SEPTIC INSTALLED"
"6670200020","10/05/2020","335000.00","1601","0","0","441","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1979","3","2","","","SEWER/SEPTIC INSTALLED"
"4002460080","10/28/2020","540000.00","1515","0","1080","421","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2010","5","3","","","SEWER/SEPTIC INSTALLED"
"6026570220","10/15/2020","752800.00","3640","0","0","892","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"6023120100","10/28/2020","435000.00","2448","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","4","3","","","SEWER/SEPTIC INSTALLED"
"9009850290","10/30/2020","270000.00","1280","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","2017","3","2","","","SEWER/SEPTIC INSTALLED"
"5205001340","10/27/2020","839000.00","2006","370","992","330","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1909","3","2","","","SEWER/SEPTIC INSTALLED"
"0220231130","10/23/2020","554980.00","1905","0","0","708","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"5000980920","10/28/2020","620000.00","3034","0","0","820","0","1","Forced Air","Frame Siding","Drywall","2","Concrete Tile","1999","4","3","","","SEWER/SEPTIC INSTALLED"
"6025980390","10/28/2020","390000.00","1705","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2012","4","3","","","SEWER/SEPTIC INSTALLED"
"7002540400","10/27/2020","522500.00","2557","0","0","638","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"0320298017","10/27/2020","380000.00","1394","0","0","372","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"9160000210","10/23/2020","400000.00","1704","0","0","1024","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1989","3","3","","","SEWER/SEPTIC INSTALLED"
"0420073037","10/29/2020","235000.00","806","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1925","2","1","","","SEWER/SEPTIC INSTALLED"
"6603000310","10/21/2020","398000.00","2450","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1972","3","3","","","SEWER/SEPTIC INSTALLED"
"7001500590","10/27/2020","470000.00","1994","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"7002810810","10/27/2020","630000.00","3550","0","0","510","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"3360020100","09/14/2020","497000.00","1329","240","0","0","485","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1983","2","2","","","SEWER/SEPTIC INSTALLED"
"6024160020","10/28/2020","397000.00","1778","0","0","418","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"6025100040","10/22/2020","432500.00","2382","0","0","432","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","5","3","","","SEWER/SEPTIC INSTALLED"
"0320337007","10/27/2020","435000.00","2140","0","0","440","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1986","4","3","","","SEWER/SEPTIC INSTALLED"
"0021131055","10/29/2020","595000.00","2082","0","2052","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2001","4","4","","View Lim +","SEWER/SEPTIC INSTALLED"
"2034170050","10/28/2020","740000.00","2336","0","728","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1917","4","3","","","SEWER/SEPTIC INSTALLED"
"6020870130","10/28/2020","475000.00","2110","0","0","600","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","3","3","","","SEWER/SEPTIC INSTALLED"
"6080002660","10/19/2020","240000.00","1318","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1905","3","2","","","SEWER/SEPTIC INSTALLED"
"0319164072","10/29/2020","350000.00","1264","0","0","352","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1960","3","2","","","SEWER/SEPTIC INSTALLED"
"2255000080","10/29/2020","370000.00","1320","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1962","3","2","","","SEWER/SEPTIC INSTALLED"
"6024770180","10/16/2020","399950.00","1636","0","0","510","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2005","4","2","","","SEWER/SEPTIC INSTALLED"
"7202000030","10/29/2020","435000.00","1731","0","1673","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1965","3","2","","View Good","SEWER/SEPTIC INSTALLED"
"6024060980","10/28/2020","430000.00","2784","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"6260000150","10/21/2020","311000.00","924","0","0","252","0","1","Forced Air","Frame Siding","Drywall","1","Built Up Rock","1956","2","1","","","SEWER/SEPTIC INSTALLED"
"0519183009","10/28/2020","646000.00","2054","0","2054","0","0","1","Forced Air","Frame Siding","Drywall","1","Formed Seam Metal","1975","3","3","","","SEWER/SEPTIC INSTALLED"
"0320331070","10/28/2020","450000.00","1681","0","904","0","240","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1950","3","2","","","SEWER/SEPTIC INSTALLED"
"0320331070","10/28/2020","450000.00","364","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1935","1","1","","","SEWER/SEPTIC INSTALLED"
"6027485010","10/30/2020","325110.00","952","0","0","273","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","2","2","","","SEWER/SEPTIC INSTALLED"
"6027400110","10/30/2020","536000.00","2347","0","0","486","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"6662000050","10/28/2020","247000.00","1212","0","0","480","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1980","3","2","","","SEWER/SEPTIC INSTALLED"
"0219211032","10/12/2020","442000.00","1646","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Built Up Rock","1939","3","2","","","SEWER/SEPTIC INSTALLED"
"5003970190","10/16/2020","387000.00","1896","0","0","504","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2011","4","3","","","SEWER/SEPTIC INSTALLED"
"2855000480","10/29/2020","280000.00","970","0","858","0","0","1","No Heat","Frame Siding","Drywall","1","Composition Shingle","1912","2","1","","","SEWER/SEPTIC INSTALLED"
"4420000079","10/28/2020","575000.00","1176","0","1176","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1975","3","3","","","SEWER/SEPTIC INSTALLED"
"0319021044","10/28/2020","160000.00","1212","0","0","504","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"8935024940","10/28/2020","190000.00","1152","320","0","0","400","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1929","3","1","","","SEWER/SEPTIC INSTALLED"
"6021340460","10/27/2020","420000.00","2008","0","0","496","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1995","3","3","","","SEWER/SEPTIC INSTALLED"
"0319214029","10/28/2020","342100.00","996","0","0","500","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1962","3","2","","","SEWER/SEPTIC INSTALLED"
"2805021281","10/25/2020","1112500.00","1353","0","1148","0","0","2","Warm and Cool Air Zone","Frame Stucco","Drywall","1","Composition Shingle","1920","3","2","","View Lim +","SEWER/SEPTIC INSTALLED"
"0020263058","10/27/2020","730000.00","1316","0","0","476","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1978","3","2","WF Salt","","SEWER/SEPTIC INSTALLED"
"0121365009","10/20/2020","875550.00","1742","240","1742","0","480","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1941","2","1","WF Salt","","SEWER/SEPTIC INSTALLED"
"5003120020","10/29/2020","514000.00","2526","0","0","420","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"0220328024","10/05/2020","350000.00","1119","0","1119","504","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1961","3","2","","","SEWER/SEPTIC INSTALLED"
"5005001602","10/26/2020","307000.00","1020","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2002","2","1","","","SEWER/SEPTIC INSTALLED"
"4530400481","10/20/2020","375000.00","1882","0","0","504","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1962","3","2","","","SEWER/SEPTIC INSTALLED"
"6026553490","10/30/2020","450000.00","2547","0","0","453","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2014","3","3","","","SEWER/SEPTIC INSTALLED"
"0520237024","10/29/2020","990000.00","2508","0","0","818","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"0221185026","10/27/2020","385000.00","1365","0","0","528","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1990","3","2","","","SEWER/SEPTIC INSTALLED"
"0418083011","10/27/2020","725000.00","2331","0","0","0","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2016","3","2","","","SEWER/SEPTIC INSTALLED"
"6440001560","10/28/2020","360000.00","1610","0","768","1090","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1917","5","1","","","SEWER/SEPTIC INSTALLED"
"7001700120","10/28/2020","142246.00","2207","0","0","480","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"6025420020","11/01/2020","520000.00","2983","0","0","652","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2011","5","4","","","SEWER/SEPTIC INSTALLED"
"6021280160","10/29/2020","480000.00","1947","0","0","579","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1994","3","3","","","SEWER/SEPTIC INSTALLED"
"5055200414","10/26/2020","1650000.00","3390","0","1130","610","0","3","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2015","5","3","WF Lake","","SEWER/SEPTIC INSTALLED"
"6024910150","10/20/2020","645000.00","3334","0","0","676","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2005","5","4","","","SEWER/SEPTIC INSTALLED"
"6680000040","10/30/2020","595000.00","2054","0","0","650","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1963","4","3","","","SEWER/SEPTIC INSTALLED"
"8002010200","10/29/2020","335000.00","1850","0","0","600","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1978","3","2","","","SEWER/SEPTIC INSTALLED"
"7470011441","10/31/2020","589950.00","3483","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1905","5","4","","","SEWER/SEPTIC INSTALLED"
"6355000103","10/21/2020","430500.00","1524","0","0","440","0","0","Electric Baseboard","Frame Siding","Drywall","2","Concrete Tile","1988","3","2","","","SEWER/SEPTIC INSTALLED"
"7001270840","10/30/2020","462000.00","1926","0","0","690","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"4002130080","10/26/2020","1800000.00","5514","0","1853","1267","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2005","4","4","","View Avg","SEWER/SEPTIC INSTALLED"
"0320222131","10/27/2020","2900000.00","2386","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1959","5","3","","","SEWER/SEPTIC INSTALLED"
"0320222131","10/27/2020","2900000.00","1260","300","420","0","960","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1927","2","3","","","SEWER/SEPTIC INSTALLED"
"8050000550","10/30/2020","262500.00","1768","0","520","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1910","6","2","","","SEWER/SEPTIC INSTALLED"
"4720003360","10/30/2020","495000.00","1721","0","0","440","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"5002860320","10/29/2020","363300.00","1520","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"5005050100","10/29/2020","440159.00","1636","0","0","400","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"0419172141","10/19/2020","450000.00","1654","0","0","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1966","3","2","","","SEWER/SEPTIC INSTALLED"
